Compound.Type,Column,Compound.Name,Compound.Name_old,Compound.Name_figure,Compound.Name_SQL,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,Emperical.Formula,RT..min.,m.z,ionization_form,z,C0,ChEBI,ChEBI_old,Fraction1,Fraction2,Liquid.Fraction,Conc..uM,HILICMix,Date.added,KEGGNAME,IUPAC.Name,InChI.Key.Name,Canon.SMILES.Name,Classyfire
Phytohormone,RP,Kinetin,Kinetin,Kinetin,Kinetin,5000 - >10000,0.962,6.1,<0.5 - >10000,0.879,0.9,C10H9N5O,3.37,216.088535,[M+H],1,cpd:C08272,NA,CHEBI:27407,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Kinetin; 6-Furfuryladenine,N-(furan-2-ylmethyl)-7H-purin-6-amine,QANMHLXAZMSUEX-UHFFFAOYSA-N,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,NA
Phytohormone,RP,Methyl indole-3-carboxylate,Methyl indole 3 carboxylate,Methyl indole-3-carboxylate,Methyl indole 3 carboxylate,5 - >10000,0.953,8.9,<0.5 - >10000,0.918,1.8,C10H9NO2,7.25,176.071154,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,methyl 1H-indole-3-carboxylate,QXAUTQFAWKKNLM-UHFFFAOYSA-N,COC(=O)C1=CNC2=CC=CC=C21,NA
Phytohormone,RP,Tryptamine,Tryptamine,Tryptamine,Tryptamine,50 - >10000,0.801,1.8,50 - >10000,0.816,7,C10H12N2,2.55,161.107872,[M+H],1,cpd:C00398,NA,CHEBI:16765,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Tryptamine; 3-(2-Aminoethyl)indole,NA,NA,NA,NA
Phytohormone,RP,Tryptophol,Tryptophol,Tryptophol,Tryptophol,50 - >10000,0.907,5.9,5 - >10000,0.806,6.2,C10H11NO,5.33,162.091889,[M+H],1,cpd:C00955,NA,CHEBI:17890,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Indole-3-ethanol; Tryptophol,2-(1H-indol-3-yl)ethanol,MBBOMCVGYCRMEA-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CCO,NA
Phytohormone,RP,Zeatin,Zeatin,Zeatin,Zeatin,nd,nd,nd,May-50,0.144,34.8,C10H13N5O,2.02,NA,NA,-1,cpd:C00371,NA,CHEBI:16522,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Zeatin; N6-(4-Hydroxyisopentenyl)adenine; (E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol; trans-Zeatin,(E)-2-methyl-4-(7H-purin-6-ylamino)but-2-en-1-ol,UZKQTCBAMSWPJD-FARCUNLSSA-N,CC(=CCNC1=NC=NC2=C1NC=N2)CO,NA
PUA,RP,"2,4-Decadienal","2,4 decadienal","2,4-Decadienal",Decadienal,500 - >10000,0.675,14.7,50 - >10000,0.589,16.3,C10H16O,9.855,153.12794,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,"(2E,4E)-deca-2,4-dienal",JZQKTMZYLHNFPL-BLHCBFLLSA-N,CCCCCC=CC=CC=O,NA
PUA,RP,"2,4-Octadienal","2,4 octadienal","2,4-Octadienal",Octadienal,500 - >10000,0.81,11,500 - >10000,dl,dl,C8H12O,7.23,125.09664,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,NA,NA,NA,NA
Purine,RP,Xanthine,Xanthine,Xanthine,Xanthine,NA,0.243,7.5,NA,0.274,3.5,C5H4N4O2,1.11,153.041251,[M+H],1,cpd:C00385,CHEBI:17712,CHEBI:15318,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Xanthine,"3,7-dihydropurine-2,6-dione",LRFVTYWOQMYALW-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC(=O)N2,NA
Purine,RP,Caffeine,Caffeine,Caffeine,Caffeine,5 - >10000,0.928,3.5,<0.5 - 5000,0.862,2.3,C8H10N4O2,3.85,195.088201,[M+H],1,cpd:C07481,NA,CHEBI:27732,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,"Caffeine; 1,3,7-Trimethylxanthine","1,3,7-trimethylpurine-2,6-dione",RYYVLZVUVIJVGH-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,NA
Quinone,RP,Coenzyme Q1,Coenzyme Q1,Coenzyme Q1,Coenzyme Q1,50 - >10000,1.283,2.9,<0.5 - >10000,1.029,3.8,C14H18O4,9.35,251.128335,[M+H],1,NA,NA,CHEBI:46234,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,"2,3-dimethoxy-5-methyl-6-(3-methylbut-2-enyl)cyclohexa-2,5-diene-1,4-dione",SOECUQMRSRVZQQ-UHFFFAOYSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C,NA
Quinone,RP,Coenzyme Q10,Coenzyme Q10,Coenzyme Q10,Coenzyme Q10,50 - >10000,13.29,15.3,5 - >10000,0.933,5.1,C59H90O4,16.61,863.691735,[M+H],1,cpd:C11378,NA,CHEBI:46245,CyanoAq,CyanoDCM,Org,0.25,NA,160401,Ubiquinone-10; Ubidecarenone; Coenzyme Q10,"2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",ACTIUHUUMQJHFO-UPTCCGCDSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,NA
Quinone,RP,Phytonadione,Vitamin K1,Vit K1,Phytonadione,50 - >10000,0.903,12,<0.5 - >10000,0.683,8.2,C31H46O2,14.78,451.357605,[M+H],1,cpd:C02059,NA,CHEBI:18067,CyanoAq,CyanoDCM,Org,0.25,NA,160401,"Phylloquinone; Vitamin K1; Phytonadione; 2-Methyl-3-phytyl-1,4-naphthoquinone",NA,NA,NA,NA
Quinone,RP,Menaquinone,Vitamin K2,Vit K2,Menaquinone,50 - >10000,0.58,10.1,<0.5 - >10000,0.703,4.7,C31H40O2,14.14,445.310655,[M+H],1,cpd:C00828,NA,CHEBI:16374,CyanoAq,CyanoDCM,Org,0.25,NA,160401,Menaquinone; Vitamin K2,NA,NA,NA,NA
Quorum sensing,RP,2-Heptyl-4(1H)-quinolone,HHQ,HHQ,HHQ,<0.5 - >10000,0.949,3.7,<0.5 - 50,0.948,1.4,C16H21NO,11.02,244.170139,[M+H],1,cpd:C20643,CHEBI:NA,CHEBI:62219,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,2-Heptyl-4(1H)-quinolone; 2-Heptyl-4-quinolone; 2-Heptyl-4-hydroxyquinoline,2-heptyl-1H-quinolin-4-one,UYRHHBXYXSYGHA-UHFFFAOYSA-N,CCCCCCCC1=CC(=O)C2=CC=CC=C2N1,NA
Quorum sensing,RP,N-(4-Coumaroyl)-L-homoserine lactone,p-Coumoroyl-HSL,p-Coumoroyl-HSL,p Coumoroyl HSL,5 - >10000,0.448,1.6,5 - >10000,0.237,5.3,C13H13NO4,5.46,248.092284,[M+H],1,cpd:C20677,CHEBI:NA,CHEBI:74974,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-(4-Coumaroyl)-L-homoserine lactone,3-(4-hydroxyphenyl)-N-[(3S)-2-oxooxolan-3-yl]prop-2-enamide,CCIXZFJYFQJTGK-NSHDSACASA-N,C1COC(=O)C1NC(=O)C=CC2=CC=C(C=C2)O,NA
Quorum sensing,RP,N-(3-Oxodecanoyl)homoserine lactone,3OC10-HSL,3OC10-HSL,Oxodecanoyl homoserine lactone,5 - >10000,0.238,3.3,<0.5 - >10000,0.234,4.5,C14H23NO4,8.255,270.170534,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,NA,NA,NA,NA
Quorum sensing,RP,N-(3-Oxododecanoyl)homoserine lactone,3OC12-HSL,3O12-HSL,Oxododecanoyl homoserine lactone,5 - >10000,0.175,6.2,<0.5 - >10000,0.253,6,C16H27NO4,9.75,298.201834,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,3-oxo-N-(2-oxooxolan-3-yl)dodecanamide,PHSRRHGYXQCRPU-UHFFFAOYSA-N,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-(3-Oxohexanoyl)homoserine lactone,3OC6-HSL,3OC6-HSL,Oxohexanoyl homoserine lactone,5000 - >10000,0.13,8.5,<0.5 - >10000,0.054,8.8,C10H15NO4,1.96,214.107934,[M+H],1,cpd:C11839,NA,CHEBI:29640,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-(3-Oxohexanoyl)homoserine lactone,3-oxo-N-(2-oxooxolan-3-yl)hexanamide,YRYOXRMDHALAFL-UHFFFAOYSA-N,CCCC(=O)CC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-(3-Oxooctanoyl)homoserine lactone,3OC8-HSL,3OC8-HSL,Oxooctanoyl homoserine lactone,NA,0.244,7.3,NA,0.185,1,C12H19NO4,5.28,242.139234,[M+H],1,cpd:C11841,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-(3-Oxooctanoyl)homoserine lactone; N-(3-Oxooctanoyl)-L-homoserine lactone; OOHL,3-oxo-N-[(3S)-2-oxooxolan-3-yl]octanamide,FXCMGCFNLNFLSH-JTQLQIEISA-N,CCCCCC(=O)CC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,3OHC12-HSL,3OHC12-HSL,3OHC12-HSL,Hydroxydodecanoyl homoserine lactone,5 - >10000,0.482,2.1,<0.5 - >10000,0.514,3.6,C16H29NO4,9.275,300.217484,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,NA,NA,NA,NA
Quorum sensing,RP,N-Decanoyl-L-homoserine lactone,C10-HSL,C10-HSL,C10 HSL,5 - >10000,0.596,2.9,<0.5 - >10000,0.608,4.9,C14H25NO3,9.21,256.191269,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,N-[(3S)-2-oxooxolan-3-yl]decanamide,TZWZKDULKILUPV-LBPRGKRZSA-N,CCCCCCCCCC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-3-Oxo-dodecanoyl-L-homoserine lactone,C12-HSL,C12-HSL,C12 HSL,5 - >10000,0.489,3.9,<0.5 - >10000,0.774,3.8,C16H29NO3,10.35,284.222569,[M+H],1,cpd:C21201,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-3-Oxo-dodecanoyl-L-homoserine lactone; 3-Oxo-C12-HSL; 3-Oxo-N-[(3S)-tetrahydro-2-oxo-3-furanyl]-dodecanamide,3-oxo-N-[(3S)-2-oxooxolan-3-yl]dodecanamide,PHSRRHGYXQCRPU-AWEZNQCLSA-N,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-Tetradecanoyl-DL-homoserine lactone,C14-HSL,C14-HSL,C14 HSL,50 - >10000,0.566,11,<0.5 - >10000,0.639,9.2,C18H33NO3,11.4,312.253869,[M+H],1,NA,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,NA,N-(2-oxooxolan-3-yl)tetradecanamide,ZQAYHOXXVBVXPZ-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-Butyryl-L-homoserine lactone,C4-HSL,C4-HSL,C4 HSL,50 - >10000,0.347,5.4,5 - >10000,0.367,3.4,C8H13NO3,1.47,172.097369,[M+H],1,cpd:C11837,NA,CHEBI:29643,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-Butyryl-L-homoserine lactone,N-[(3S)-2-oxooxolan-3-yl]butanamide,VFFNZZXXTGXBOG-LURJTMIESA-N,CCCC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-Hexanoyl-L-homoserine lactone,C6-HSL,C6-HSL,C6 HSL,5 - >10000,0.477,5.2,5 - >10000,0.427,3.1,C10H17NO3,4.06,200.128669,[M+H],1,cpd:C21197,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-Hexanoyl-L-homoserine lactone; C6-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide,N-[(3S)-2-oxooxolan-3-yl]hexanamide,ZJFKKPDLNLCPNP-QMMMGPOBSA-N,CCCCCC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,N-Octanoyl-L-homoserine lactone,C8-HSL,C8-HSL,C8 HSL,5 - >10000,0.532,0.8,<0.5 - >10000,0.608,2.1,C12H21NO3,7.36,228.159969,[M+H],1,cpd:C21199,NA,NA,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,N-Octanoyl-L-homoserine lactone; C8-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]octanamide,N-[(3S)-2-oxooxolan-3-yl]octanamide,JKEJEOJPJVRHMQ-JTQLQIEISA-N,CCCCCCCC(=O)NC1CCOC1=O,NA
Quorum sensing,RP,"2-(3,5-Dichlorophenylcarbamoyl)-1,2-dimethylcyclopropane-1-carboxylic acid",cinnamoyl-HSL,cinnamoyl-HSL,Cinnamoyl HSL,5 - >10000,0.407,4.6,5 - >10000,0.517,2,C13H13NO3,6.425,232.097369,[M+H],1,cpd:C15249,NA,CHEBI:79751,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,"2-(3,5-Dichlorophenylcarbamoyl)-1,2-dimethylcyclopropane-1-carboxylic acid","2-[(3,5-dichlorophenyl)carbamoyl]-1,2-dimethylcyclopropane-1-carboxylic acid",KIHJEJVWUXTXPZ-UHFFFAOYSA-N,CC1(CC1(C)C(=O)O)C(=O)NC2=CC(=CC(=C2)Cl)Cl,NA
Redox,RP,Riboflavin-5-phosphate,Riboflavin Monophosphate,RMP,RMP,NA,NA,NA,NA,NA,NA,C17H21N4O9P,3.1,455.096794,[M-H],-1,cpd:C00061,NA,CHEBI:17621,CyanoAq,CyanoDCM,Aq,0.5,NA,180130,FMN; Riboflavin-5-phosphate; Flavin mononucleotide,"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",FVTCRASFADXXNN-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: Flavin_nucleotides; subclass: Flavin_nucleotides; level 5: Flavin_nucleotides; level 6: Flavin_nucleotides; level 7: Flavin_nucleotides; level 8: Flavin_nucleotides
Redox,RP,Riboflavin-5-phosphate,Riboflavin Monophosphate,RMP,RMP,NA,NA,NA,NA,NA,NA,C17H21N4O9P,3.1,455.096794,[M-H],1,cpd:C00061,NA,CHEBI:17621,CyanoAq,CyanoDCM,Aq,0.5,NA,180130,FMN; Riboflavin-5-phosphate; Flavin mononucleotide,"[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",FVTCRASFADXXNN-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: Flavin_nucleotides; subclass: Flavin_nucleotides; level 5: Flavin_nucleotides; level 6: Flavin_nucleotides; level 7: Flavin_nucleotides; level 8: Flavin_nucleotides
Sterol,RP,7-Dehydrocholesterol,7-dehydrocholesterol,7-DHC,Dehydrocholesterol,50 - 5000,1.065,11.7,<0.5 - 5000,0.814,4.5,C27H44O,13.89,367.336475,[M-OH],1,cpd:C01164,NA,CHEBI:17759,CyanoAq,CyanoDCM,Org,0.25,NA,160401,"7-Dehydrocholesterol; Provitamin D3; Cholesta-5,7-dien-3beta-ol","(3S,9S,10R,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",UCTLRSWJYQTBFZ-DDPQNLDTSA-N,CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,NA
Sterol,RP,Cholesterol,Cholesterol,Cholesterol,Cholesterol,NA,NA,NA,NA,NA,NA,C27H46O,8.5,387.36269,[M+H],1,cpd:C00187,NA,CHEBI:16113,CyanoAq,CyanoDCM,Org,NA,NA,NA,Cholesterol; Cholest-5-en-3beta-ol,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",HVYWMOMLDIMFJA-DPAQBDIFSA-N,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,NA
Sterol,RP,Ergosterol,Ergosterol,Ergosterol,Ergosterol,50 - 5000,0.489,10.8,50 - 5000,0.533,6.3,C28H44O,13.76,379.336475,[M-OH],1,cpd:C01694,NA,CHEBI:16933,CyanoAq,CyanoDCM,Org,0.25,NA,160401,Ergosterol; Provitamin D2,"(3S,9S,10R,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",DNVPQKQSNYMLRS-APGDWVJJSA-N,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,NA
Sterol precursor,RP,Squalene,Squalene,Squalene,Squalene,NA,NA,NA,NA,NA,NA,C30H50,15.02,411.399075,[M+H],1,cpd:C00751,NA,CHEBI:15440,CyanoAq,CyanoDCM,Org,0.25,NA,160401,Squalene; Spinacene; Supraene,"(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",YYGNTYWPHWGJRM-AAJYLUCBSA-N,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C,NA
Sulfur,RP,Glutathione disulfide,Glutathione Disulfide,GSSG,Glutathione disulfide,NA,NA,NA,NA,NA,NA,C20H32N6O12S2,0.92,613.159793,[M+H],1,cpd:C00127,NA,CHEBI:17858,CyanoAq,CyanoDCM,Aq,0.5,NA,180130,Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione,(2S)-2-amino-5-[[(2R)-3-[[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,YPZRWBKMTBYPTK-BJDJZHNGSA-N,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,kingdom: Organic_compounds; superclass: Organic_acids_and_derivatives; class: Carboxylic_acids_and_derivatives; subclass: Amino_acids_peptides_and_analogues; level 5: Peptides; level 6: Peptides; level 7: Peptides; level 8: Peptides
Sulfur,RP,Methylthioadenosine,Methylthioadenosine,MTA,Methylthioadenosine,NA,NA,NA,NA,NA,NA,C11H15N5O3S,2.1,298.097387,[M+H],1,cpd:C00170,NA,CHEBI:17509,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA,"(2R,3R,4S,5S)-2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol",WUUGFSXJNOTRMR-IOSLPCCCSA-N,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,NA
Toxin ,RP,Domoic acid,Domoic Acid,Domoic acid,Domoic acid,5 - >10000,0.836,1.3,5 - >10000,0.897,2.8,C15H21NO6,2.72,312.144714,[M+H],1,cpd:C13732,NA,CHEBI:34727,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Domoic acid,"(2S,3S,4S)-4-[(2Z,4E,6R)-6-carboxyhepta-2,4-dien-2-yl]-3-(carboxymethyl)pyrrolidine-2-carboxylic acid",VZFRNCSOCOPNDB-AOKDLOFSSA-N,CC(C=CC=C(C)C1CNC(C1CC(=O)O)C(=O)O)C(=O)O,NA
Vitamin,RP,Nicotinic acid,Vitamin B3,Vit B3,Nicotinic acid,50 - >10000,0.414,1.8,2500 - >10000,0.236,2.6,C6H5NO2,0.88,124.039854,[M+H],1,cpd:C00253,CHEBI:15940,CHEBI:32544,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid,pyridine-3-carboxylic acid,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O,kingdom: Organic_compounds; superclass: Organoheterocyclic_compounds; class: Pyridines_and_derivatives; subclass: Pyridinecarboxylic_acids_and_derivatives; level 5: Pyridinecarboxylic_acids; level 6: Pyridinecarboxylic_acids; level 7: Pyridinecarboxylic_acids; level 8: Pyridinecarboxylic_acids
Vitamin,RP,Pantothenic acid,Vitamin B5,Vit B5,Pantothenic acid,May-00,0.403,10.7,<0.5 - 5000,0.103,12.5,C9H17NO5,1.17,220.118498,[M+H],1,cpd:C00864,CHEBI:29032,CHEBI:7916,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Pantothenate; Pantothenic acid; (R)-Pantothenate,"3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",GHOKWGTUZJEAQD-ZETCQYMHSA-N,CC(C)(CO)C(C(=O)NCCC(=O)O)O,NA
Vitamin,RP,Desthiobiotin,Desthiobiotin,Desthiobiotin,Desthiobiotin,5 - >10000,0.894,2.4,May-00,0.757,2.4,C10H18N2O3,4.5,215.139568,[M+H],1,cpd:C01909,NA,CHEBI:16691,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Dethiobiotin; Desthiobiotin,6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid,AUTOLBMXDDTRRT-UHFFFAOYSA-N,CC1C(NC(=O)N1)CCCCCC(=O)O,NA
Vitamin,RP,Pyridoxal,Pyridoxal,Pyridoxal,Pyridoxal,5 - >10000,0.315,3.9,250 - >10000,0.246,3.8,C8H9NO3,0.86,168.066069,[M+H],1,cpd:C00250,NA,CHEBI:17310,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Pyridoxal,3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde,RADKZDMFGJYCBB-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)C=O)CO,NA
Vitamin,RP,Pyridoxal phosphate,Pyridoxal Phosphate,PLP,Pyridoxal phosphate,50 - >10000,0.017,11.6,<0.5 - 5000,0.108,10.2,C8H10NO6P,0.78,248.032402,[M+H],1,cpd:C00018,NA,CHEBI:18405,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Pyridoxal phosphate; Pyridoxal 5-phosphate; Pyridoxal 5'-phosphate; PLP,(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate,NGVDGCNFYWLIFO-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,NA
Vitamin,RP,Pyridoxamine,Pyridoxamine,Pyridoxamine,Pyridoxamine,50 - >10000,0.055,2.3,<0.5 - 500,0.01,9.8,C8H12N2O2,0.65,169.097703,[M+H],1,cpd:C00534,NA,CHEBI:16410,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Pyridoxamine; PM,4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol,NHZMQXZHNVQTQA-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)CN)CO,NA
Vitamin,RP,5-(2-Hydroxyethyl)-4-methylthiazole,Sulfurol,Sulfurol,Sulfurol,NA,0.985,3.6,NA,0.838,1,C6H9NOS,1,144.048311,[M+H],1,cpd:C04294,NA,CHEBI:17957,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,5-(2-Hydroxyethyl)-4-methylthiazole; 4-Methyl-5-(2'-hydroxyethyl)-thiazole; 4-Methyl-5-(2-hydroxyethyl)-thiazole,"2-(4-methyl-1,3-thiazol-5-yl)ethanol",BKAWJIRCKVUVED-UHFFFAOYSA-N,CC1=C(SC=N1)CCO,NA
Vitamin,RP,Thiamine,Vitamin B1,Vit B1,Thiamine,500 - >10000,0.34,3.2,50 - 2500,0.086,6.6,C12H17N4OS,0.69,265.112308,[M],1,cpd:C00378,NA,CHEBI:18385,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol",JZRWCGZRTZMZEH-UHFFFAOYSA-N,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,NA
Vitamin,RP,Riboflavin,Vitamin B2,Vit B2,Riboflavin,5 - >10000,0.89,3.5,<0.5 - >10000,0.739,2.6,C17H20N4O6,4.39,377.146111,[M+H],1,cpd:C00255,NA,CHEBI:17015,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2",NA,NA,NA,NA
Vitamin,RP,Pyridoxine,Vitamin B6,Vit B6,Pyridoxine,5 - >10000,0.286,2.6,5000 - 5000,0.25,3.4,C8H11NO3,0.88,170.081719,[M+H],1,cpd:C00314,NA,CHEBI:16709,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Pyridoxine; Pyridoxol,NA,NA,NA,NA
Vitamin,RP,Biotin,Vitamin B7,Vit B7,Biotin,50 - >10000,0.788,5.1,5 - >10000,0.718,1.9,C10H16N2O3S,3.75,245.09599,[M+H],1,cpd:C00120,NA,CHEBI:15956,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Biotin; D-Biotin; Vitamin H; Coenzyme R,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",YBJHBAHKTGYVGT-ZKWXMUAHSA-N,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,NA
Vitamin,RP,Folic acid,Vitamin B9,Vit B9,Folic acid,50 - >10000,1.19,3.9,5 - >10000,0.873,3.4,C19H19N7O6,4.51,442.147508,[M+H],1,cpd:C00504,NA,CHEBI:27470,CyanoAq,CyanoDCM,Aq,0.25,NA,160401,Folate; Pteroylglutamic acid; Folic acid,(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,OVBPIULPVIDEAO-LBPRGKRZSA-N,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,NA
